player_id,player_name,team_name,matches,goal_kicks,shots_within_5,mean_actions_to_shot,shot_rate
9wwud2tglhtdocmjgl2u5ib6c,T. Blokzijl,FC Groningen,3,3,0,,0.0
a3m4r77behilkcznll07b7d1x,C. Leemans,NAC Breda,6,12,0,,0.0
cgsmk5437f466uoqvol7devze,R. Flamingo,PSV Eindhoven,4,7,0,,0.0
cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,FC Groningen,7,30,0,,0.0
cetavjue5femoxid9fmcd0zjd,J. Schendelaar,PEC Zwolle,2,15,0,,0.0
c9epkro6fot3km9zak1kswfhm,X. Mbuyamba,FC Volendam,2,2,0,,0.0
c2an5ksdu6jbap3x3jp3z9c5x,N. Viergever,FC Utrecht,2,2,0,,0.0
d2698ncsatg6jtvb0l9ijhj4k,N. Hopland,SC Heerenveen,1,1,0,,0.0
cstlool8c2aoty5vhx77t4q38,J. Faberski,PEC Zwolle,1,1,0,,0.0
cs4aca71qkt1ru20ppmi6djl6,M. Kovář,PSV Eindhoven,30,157,0,,0.0
d5g7rl9a83vu3cyyzvu5yveqy,A. MacNulty,PEC Zwolle,8,10,0,,0.0
d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,Go Ahead Eagles,1,1,0,,0.0
doldjju9tkhyzz6mj9deenobt,S. Benda,Feyenoord Rotterdam,1,5,0,,0.0
dmsmbn9a1qucwf100o3v77nbp,M. Brouwer,FC Utrecht,2,8,0,,0.0
dsh8ta4q6v5ews2e19p9xh6y2,J. Hubner,Fortuna Sittard,1,3,0,,0.0
dtcvzfse83ztj96kiizwp6jqi,G. Smal,Feyenoord Rotterdam,2,2,0,,0.0
d4klz2gxqb1diw57z8c9ttixg,G. van Zwam,Go Ahead Eagles,2,2,0,,0.0
cocgd3hh74fq9c30x9bps4idw,S. Lemkin,FC Twente,2,2,0,,0.0
e6x3hs6v8cq74ojgluyny72fo,T. Land,FC Groningen,1,1,0,,0.0
dunp2ilud32z4lf3f8vvwjca1,M. Paes,AFC Ajax,13,72,0,,0.0
eamuyjut271ytghb2q4ljqbpx,N. Olij,PSV Eindhoven,1,2,0,,0.0
eoodvdqfvhql03i8kv9l14qvo,T. Kraaijeveld,Feyenoord Rotterdam,3,13,0,,0.0
eytcfp4cu6qkar65kf0p5rm96,J. Dirksen,Go Ahead Eagles,3,3,0,,0.0
f5pgdha5h37xytbk1zq8q710,D. Koswal,SC Telstar,5,8,0,,0.0
etvamcwttnlg4sfxfulgzm7yt,K. Lamprou,NAC Breda,1,10,0,,0.0
eu901b75l2ly5p48jdw6kwmad,M. Amevor,FC Volendam,7,8,0,,0.0
lduqoe45t2fnbn9s9rbvlnf9,R. Pröpper,FC Twente,12,25,0,,0.0
idvh0ac1f8wv39640pyl4esp,S. Kersten,SC Heerenveen,8,17,0,,0.0
nw48ayorxrpxwcxbdhxy44k4,B. van Duijl,Alkmaar Zaanstreek,4,14,0,,0.0
sk7z843dcqvmdf1tkoaoysr8,D. Verduin,PEC Zwolle,1,8,0,,0.0
ubuh5wgnl0o5bn3wirdmectm,M. Eerdhuijzen,FC Utrecht,1,1,0,,0.0
uru1h5pzgwy9cvbele1piei,R. Janse,Nijmegen Eendracht Combinatie,1,7,0,,0.0
vrkanoideipif70wo4adb5lg,R. Steur,FC Volendam,3,17,0,,0.0
y1ky8sp8scl05mmfr7byy3md,J. Hardeveld,SC Telstar,5,19,0,,0.0
