player_id,player_name,team,teams,matches,minutes,shots_total,goals_total,non_penalty_goals_total,shots_on_target_total,shots_off_target_total,shots_blocked_total,shots_woodwork_total,penalties_taken_total,penalty_goals_total,xg_total,npxg_total,psxg_total,xgot_total,danger_score_total,goals_minus_xg_total,psxg_minus_xgot_total,shot_accuracy_pct,conversion_rate_pct,xg_per_shot,shots_per30,goals_per30,shots_on_target_per30,xg_per30,npxg_per30,psxg_per30,xgot_per30,danger_score_per30,shots_per90,goals_per90,shots_on_target_per90,xg_per90,npxg_per90,psxg_per90,xgot_per90,danger_score_per90
dwyl0yii553i57u7azfa7d15g,A. Hadj Moussa,Feyenoord Rotterdam,Feyenoord Rotterdam,30,2710.1,77,11,11,32,20,24,1,0,0,5.894,5.894,9.074,22.149,13.791,5.106,-13.075,41.56,14.29,0.077,0.852,0.122,0.354,0.065,0.065,0.1,0.245,0.153,2.557,0.365,1.063,0.196,0.196,0.301,0.736,0.458
4pqi5vt820333t5zsj2refc2d,B. Linssen,Nijmegen Eendracht Combinatie,Nijmegen Eendracht Combinatie,32,2267.6,70,11,11,31,24,13,2,0,0,10.042,10.042,10.488,27.671,17.075,0.958,-17.182,44.29,15.71,0.143,0.926,0.146,0.41,0.133,0.133,0.139,0.366,0.226,2.778,0.437,1.23,0.399,0.399,0.416,1.098,0.678
7jpreaads35pnnfqbn7hmrmy,S. Mijnans,Alkmaar Zaanstreek,Alkmaar Zaanstreek,30,2510.7,84,11,11,36,24,24,0,1,0,9.541,8.751,11.382,27.97,17.45,1.459,-16.587,42.86,13.1,0.114,1.004,0.131,0.43,0.114,0.105,0.136,0.334,0.209,3.011,0.394,1.29,0.342,0.314,0.408,1.003,0.626
2072f0p9ful9u577gdvo89yw9,K. Kostons,PEC Zwolle,PEC Zwolle,34,3047.3,61,11,11,27,24,10,0,0,0,8.17,8.17,10.112,22.665,14.493,2.83,-12.553,44.26,18.03,0.134,0.601,0.108,0.266,0.08,0.08,0.1,0.223,0.143,1.802,0.325,0.797,0.241,0.241,0.299,0.669,0.428
8gde39dg3u3kqhd8pa2mdcn2t,T. Chery,Nijmegen Eendracht Combinatie,Nijmegen Eendracht Combinatie,33,2915.7,107,10,8,45,24,35,3,4,2,10.154,6.994,10.204,24.779,18.335,-0.154,-14.575,42.06,9.35,0.095,1.101,0.103,0.463,0.104,0.072,0.105,0.255,0.189,3.303,0.309,1.389,0.313,0.216,0.315,0.765,0.566
6coor7jll29drx4kgvyt499wq,N. Naujoks,SBV Excelsior,SBV Excelsior,31,2430.8,64,10,8,23,27,13,1,2,2,8.906,7.326,8.348,25.814,15.186,1.094,-17.465,35.94,15.62,0.139,0.79,0.123,0.284,0.11,0.09,0.103,0.319,0.187,2.37,0.37,0.852,0.33,0.271,0.309,0.956,0.562
4ej8uchqe3rt1s5h6phjo3310,G. Zechiël,FC Utrecht,FC Utrecht,36,3186.7,67,10,9,28,16,21,2,1,1,6.364,5.574,6.843,17.766,12.153,3.636,-10.923,41.79,14.93,0.095,0.631,0.094,0.264,0.06,0.052,0.064,0.167,0.114,1.892,0.282,0.791,0.18,0.157,0.193,0.502,0.343
5i0e7e59vav8ynqzt7qrvitt6,J. Hornkamp,Alkmaar Zaanstreek,Alkmaar Zaanstreek; Heracles Almelo,22,1425.3,43,10,9,23,12,7,1,1,1,8.164,7.374,8.895,18.518,12.278,1.836,-9.622,53.49,23.26,0.19,0.905,0.21,0.484,0.172,0.155,0.187,0.39,0.258,2.715,0.631,1.452,0.516,0.466,0.562,1.169,0.775
9nix5y8xcj34ps62r34udtqwa,K. Hlynsson,FC Twente,FC Twente,33,2622.1,88,10,10,36,21,31,0,0,0,9.967,9.967,10.886,28.31,17.28,0.033,-17.424,40.91,11.36,0.113,1.007,0.114,0.412,0.114,0.114,0.125,0.324,0.198,3.021,0.343,1.236,0.342,0.342,0.374,0.972,0.593
57btqxe5sy3ygzxpp55p4umdx,W. Weghorst,AFC Ajax,AFC Ajax,29,2065.4,56,9,8,19,24,12,1,1,1,8.043,7.253,8.073,23.955,13.722,0.957,-15.882,33.93,16.07,0.144,0.813,0.131,0.276,0.117,0.105,0.117,0.348,0.199,2.44,0.392,0.828,0.35,0.316,0.352,1.044,0.598
ei9h1loyggj8fnf1q4jfdm710,T. van Bergen,FC Groningen,FC Groningen,35,3181.8,102,9,9,35,36,30,1,0,0,14.047,14.047,12.758,39.791,23.494,-5.047,-27.033,34.31,8.82,0.138,0.962,0.085,0.33,0.132,0.132,0.12,0.375,0.222,2.885,0.255,0.99,0.397,0.397,0.361,1.126,0.665
5m8pflpgynidzk7d9507oujje,D. Rots,FC Twente,FC Twente,33,2481.9,66,9,9,28,18,20,0,0,0,6.451,6.451,6.606,20.886,12.673,2.549,-14.28,42.42,13.64,0.098,0.798,0.109,0.338,0.078,0.078,0.08,0.252,0.153,2.393,0.326,1.015,0.234,0.234,0.24,0.757,0.46
baakmd4ndnulbl9npvmq90mvp,D. Klaassen,AFC Ajax,AFC Ajax,31,2115.7,30,9,8,14,8,8,0,1,1,4.914,4.124,7.727,12.704,8.217,4.086,-4.977,46.67,30.0,0.164,0.425,0.128,0.199,0.07,0.058,0.11,0.18,0.117,1.276,0.383,0.596,0.209,0.175,0.329,0.54,0.35
dgex06nxjy9fdvc12o8keg99l,K. Ogawa,Nijmegen Eendracht Combinatie,Nijmegen Eendracht Combinatie,26,1359.6,43,8,7,18,14,10,1,1,1,6.682,5.892,9.115,19.966,11.812,1.318,-10.851,41.86,18.6,0.155,0.949,0.177,0.397,0.147,0.13,0.201,0.441,0.261,2.846,0.53,1.192,0.442,0.39,0.603,1.322,0.782
d4j19ipiaeuetyij08fofgs15,J. Veerman,PSV Eindhoven,PSV Eindhoven,30,2511.5,34,8,8,14,11,9,0,0,0,2.358,2.358,5.285,12.513,6.495,5.642,-7.228,41.18,23.53,0.069,0.406,0.096,0.167,0.028,0.028,0.063,0.149,0.078,1.218,0.287,0.502,0.085,0.085,0.189,0.448,0.233
c9shc6t28oroqthopifjvg9ux,D. Vente,SC Heerenveen,SC Heerenveen,31,2364.5,68,8,6,25,22,21,0,2,2,11.041,9.461,10.792,27.738,17.527,-3.041,-16.946,36.76,11.76,0.162,0.863,0.101,0.317,0.14,0.12,0.137,0.352,0.222,2.588,0.304,0.952,0.42,0.36,0.411,1.056,0.667
36veg0wk1z3om89daf0clbl5h,R. van Wolfswinkel,FC Twente,FC Twente,31,1902.2,43,8,2,20,8,13,2,6,6,9.37,4.63,8.468,18.484,12.677,-1.37,-10.016,46.51,18.6,0.218,0.678,0.126,0.315,0.148,0.073,0.134,0.292,0.2,2.035,0.379,0.946,0.443,0.219,0.401,0.875,0.6
ahwtdhrerarmljk9bh0tcpk6i,S. Steijn,Feyenoord Rotterdam,Feyenoord Rotterdam,21,1176.7,38,7,6,17,7,12,2,1,1,6.193,5.403,7.078,14.737,9.808,0.807,-7.659,44.74,18.42,0.163,0.969,0.178,0.433,0.158,0.138,0.18,0.376,0.25,2.906,0.535,1.3,0.474,0.413,0.541,1.127,0.75
2gsq05yyxwe4f8t79j6d49q6t,I. Perišić,PSV Eindhoven,PSV Eindhoven,30,2296.8,54,7,6,19,18,16,1,1,1,4.482,3.692,6.882,17.586,10.402,2.518,-10.704,35.19,12.96,0.083,0.705,0.091,0.248,0.059,0.048,0.09,0.23,0.136,2.116,0.274,0.744,0.176,0.145,0.27,0.689,0.408
4cbhx91p3l265b2cejzd07gbu,P. Brouwer,SC Telstar,SC Telstar,30,2368.7,51,7,7,22,19,10,0,0,0,6.423,6.423,7.259,20.09,11.979,0.577,-12.831,43.14,13.73,0.126,0.646,0.089,0.279,0.081,0.081,0.092,0.254,0.152,1.938,0.266,0.836,0.244,0.244,0.276,0.763,0.455
8ymqihdfqc7esda7y407lebx1,D. de Wit,FC Utrecht,FC Utrecht,29,2518.2,34,7,7,15,15,3,1,0,0,4.887,4.887,5.864,16.192,8.813,2.113,-10.328,44.12,20.59,0.144,0.405,0.083,0.179,0.058,0.058,0.07,0.193,0.105,1.215,0.25,0.536,0.175,0.175,0.21,0.579,0.315
ds0hd4ezvb5rw6l95rhbxtq1g,B. Önal,Nijmegen Eendracht Combinatie,Nijmegen Eendracht Combinatie,29,2165.2,48,7,6,19,11,17,1,1,1,4.065,3.275,4.777,12.116,8.531,2.935,-7.339,39.58,14.58,0.085,0.665,0.097,0.263,0.056,0.045,0.066,0.168,0.118,1.995,0.291,0.79,0.169,0.136,0.199,0.504,0.355
32ko5zzk7805mp4q4n3iwiihg,K. Shiogai,Nijmegen Eendracht Combinatie,Nijmegen Eendracht Combinatie,12,470.0,14,7,7,8,1,5,0,0,0,3.677,3.677,4.247,6.359,4.786,3.323,-2.112,57.14,50.0,0.263,0.894,0.447,0.511,0.235,0.235,0.271,0.406,0.305,2.681,1.34,1.532,0.704,0.704,0.813,1.218,0.916
biee6dvb524juzai7iryyskix,D. Man,PSV Eindhoven,PSV Eindhoven,25,1532.5,42,7,7,15,11,13,3,0,0,4.613,4.613,5.178,12.655,8.432,2.387,-7.477,35.71,16.67,0.11,0.822,0.137,0.294,0.09,0.09,0.101,0.248,0.165,2.467,0.411,0.881,0.271,0.271,0.304,0.743,0.495
14csdlb8p0tnj6zqrs148ct1w,J. Ritmeester van de Kamp,SC Telstar,SC Telstar,28,2164.1,22,7,7,12,4,6,0,0,0,2.429,2.429,5.154,8.33,5.109,4.571,-3.176,54.55,31.82,0.11,0.305,0.097,0.166,0.034,0.034,0.071,0.115,0.071,0.915,0.291,0.499,0.101,0.101,0.214,0.346,0.212
536qjh4gcmpo5q68ti87e60kq,S. Mito,Sparta Rotterdam,Sparta Rotterdam,25,1950.8,52,7,7,18,20,14,0,0,0,5.637,5.637,6.572,18.485,10.958,1.363,-11.913,34.62,13.46,0.108,0.8,0.108,0.277,0.087,0.087,0.101,0.284,0.169,2.399,0.323,0.83,0.26,0.26,0.303,0.853,0.506
5nhideyjwp2347ryi1n9wfq50,D. Sanches Fernandes,SBV Excelsior,SBV Excelsior,33,2566.6,60,6,6,20,16,23,1,0,0,5.31,5.31,4.612,15.567,10.417,0.69,-10.955,33.33,10.0,0.088,0.701,0.07,0.234,0.062,0.062,0.054,0.182,0.122,2.104,0.21,0.701,0.186,0.186,0.162,0.546,0.365
2yivr64anye4c0p62m16l78yc,S. Ouaissa,Nijmegen Eendracht Combinatie,Nijmegen Eendracht Combinatie,32,2818.8,62,6,6,22,22,16,2,0,0,5.537,5.537,5.678,20.872,11.386,0.463,-15.194,35.48,9.68,0.089,0.66,0.064,0.234,0.059,0.059,0.06,0.222,0.121,1.98,0.192,0.702,0.177,0.177,0.181,0.666,0.364
6jqn5grsuhuo5at81pzahr6xh,R. Mühren,FC Volendam,FC Volendam,31,1023.4,22,6,6,12,10,0,0,0,0,4.109,4.109,5.709,11.307,7.019,1.891,-5.597,54.55,27.27,0.187,0.645,0.176,0.352,0.12,0.12,0.167,0.331,0.206,1.935,0.528,1.055,0.361,0.361,0.502,0.994,0.617
50zbw9cb2gon7eb7w08ndfyms,M. Zonneveld,Sparta Rotterdam,SC Telstar; Sparta Rotterdam,31,1249.1,42,6,6,20,14,8,0,0,0,7.645,7.645,6.95,17.257,11.105,-1.645,-10.307,47.62,14.29,0.182,1.009,0.144,0.48,0.184,0.184,0.167,0.414,0.267,3.026,0.432,1.441,0.551,0.551,0.501,1.243,0.8
y1ky8sp8scl05mmfr7byy3md,J. Hardeveld,SC Telstar,SC Telstar,34,3206.2,27,6,6,13,10,4,0,0,0,2.296,2.296,3.219,8.171,4.957,3.704,-4.952,48.15,22.22,0.085,0.253,0.056,0.122,0.021,0.021,0.03,0.076,0.046,0.758,0.168,0.365,0.064,0.064,0.09,0.229,0.139
8hgpvnzy2mra3ps209tniq7f8,O. Gloukh,AFC Ajax,AFC Ajax,29,1677.9,49,6,6,22,9,18,0,0,0,5.043,5.043,4.669,11.974,8.287,0.957,-7.305,44.9,12.24,0.103,0.876,0.107,0.393,0.09,0.09,0.083,0.214,0.148,2.628,0.322,1.18,0.27,0.27,0.25,0.642,0.444
5q8rvam8iv65g4wjb8rarw15,B. Willumsson,FC Groningen,FC Groningen,28,1398.9,43,6,6,19,12,12,0,0,0,5.65,5.65,6.049,14.619,9.459,0.35,-8.57,44.19,13.95,0.131,0.922,0.129,0.407,0.121,0.121,0.13,0.314,0.203,2.766,0.386,1.222,0.364,0.364,0.389,0.941,0.609
d1dq7upxtawnps3wljz6wf9jo,S. Resink,FC Groningen,FC Groningen,24,2232.6,56,6,3,13,24,18,1,3,3,6.313,3.943,6.925,21.068,11.482,-0.313,-14.143,23.21,10.71,0.113,0.752,0.081,0.175,0.085,0.053,0.093,0.283,0.154,2.257,0.242,0.524,0.254,0.159,0.279,0.849,0.463
684nd3xjli51z43pbla0mwa21,T. Oosting,PEC Zwolle,PEC Zwolle,34,2688.2,52,6,6,25,18,9,0,0,0,5.854,5.854,7.506,18.353,11.477,0.146,-10.846,48.08,11.54,0.113,0.58,0.067,0.279,0.065,0.065,0.084,0.205,0.128,1.741,0.201,0.837,0.196,0.196,0.251,0.614,0.384
ekur9x1kzp8wq0lwfwev0b0bu,K. de Rooij,PEC Zwolle,PEC Zwolle,32,2158.8,28,6,6,9,11,8,0,0,0,2.846,2.846,2.862,9.196,5.706,3.154,-6.334,32.14,21.43,0.102,0.389,0.083,0.125,0.04,0.04,0.04,0.128,0.079,1.167,0.25,0.375,0.119,0.119,0.119,0.383,0.238
d8cxurdt9g5gezqlfwae7ooru,M. Meulensteen,Go Ahead Eagles,Go Ahead Eagles,34,2995.1,41,6,6,18,13,10,0,0,0,4.799,4.799,7.505,15.448,8.963,1.201,-7.944,43.9,14.63,0.117,0.411,0.06,0.18,0.048,0.048,0.075,0.155,0.09,1.232,0.18,0.541,0.144,0.144,0.226,0.464,0.269
9zryne6aa951ltubvjo0gk12i,M. Ihattaren,Fortuna Sittard,Fortuna Sittard,28,2003.2,69,6,3,33,9,26,1,3,3,6.339,3.969,6.539,12.088,10.944,-0.339,-5.549,47.83,8.7,0.092,1.033,0.09,0.494,0.095,0.059,0.098,0.181,0.164,3.1,0.27,1.483,0.285,0.178,0.294,0.543,0.492
8n9t52eeli3s39r8ujjhjt7je,J. Kitolano,Sparta Rotterdam,Sparta Rotterdam,32,2757.5,29,6,6,12,12,5,0,0,0,3.877,3.877,5.232,12.816,6.931,2.123,-7.584,41.38,20.69,0.134,0.316,0.065,0.131,0.042,0.042,0.057,0.139,0.075,0.947,0.196,0.392,0.127,0.127,0.171,0.418,0.226
1q0v3qpciql8rkyz4qrlvbuju,J. Breum,Go Ahead Eagles,Go Ahead Eagles,28,2146.7,33,6,6,20,5,8,0,0,0,3.277,3.277,5.205,8.495,6.203,2.723,-3.289,60.61,18.18,0.099,0.461,0.084,0.28,0.046,0.046,0.073,0.119,0.087,1.384,0.252,0.839,0.137,0.137,0.218,0.356,0.26
c6ufljjgl050g9xn7e9ma7hg4,M. Smit,Go Ahead Eagles,Go Ahead Eagles,19,1479.5,26,6,6,13,11,2,0,0,0,3.041,3.041,3.786,9.839,5.88,2.959,-6.053,50.0,23.08,0.117,0.527,0.122,0.264,0.062,0.062,0.077,0.2,0.119,1.582,0.365,0.791,0.185,0.185,0.23,0.599,0.358
9najgqcaamqj0qtiicuq9hey,R. Meerveld,SC Heerenveen,SC Heerenveen,31,2601.3,55,6,6,19,18,17,1,0,0,5.921,5.921,5.653,20.951,11.396,0.079,-15.298,34.55,10.91,0.108,0.634,0.069,0.219,0.068,0.068,0.065,0.242,0.131,1.903,0.208,0.657,0.205,0.205,0.196,0.725,0.394
ewwo2c7kw1b1okrngjl4j4dm1,S. Lammers,FC Twente,FC Twente,25,1647.0,55,6,4,24,19,10,2,2,2,9.552,7.972,8.816,23.861,14.586,-3.552,-15.045,43.64,10.91,0.174,1.002,0.109,0.437,0.174,0.145,0.161,0.435,0.266,3.006,0.328,1.312,0.522,0.436,0.482,1.304,0.797
b4efh7m2z28zc5gx250vvdzze,L. Nordås,SC Heerenveen,SC Heerenveen,17,950.1,42,6,5,15,13,14,0,1,1,7.025,6.235,5.944,14.11,9.88,-1.025,-8.166,35.71,14.29,0.167,1.326,0.189,0.474,0.222,0.197,0.188,0.446,0.312,3.979,0.568,1.421,0.666,0.591,0.563,1.337,0.936
3jkzywsfc2vjq3h1kqdhhl2hh,P. Gladon,Fortuna Sittard,Fortuna Sittard,31,1215.6,32,5,5,11,10,10,1,0,0,5.625,5.625,3.878,14.204,8.192,-0.625,-10.326,34.38,15.62,0.176,0.79,0.123,0.271,0.139,0.139,0.096,0.351,0.202,2.369,0.37,0.814,0.416,0.416,0.287,1.052,0.607
d785q9rpqlyuyswv8f9fx4cno,M. Nassoh,NAC Breda,NAC Breda,28,1926.7,43,5,5,15,14,14,0,0,0,3.971,3.971,5.922,13.835,8.167,1.029,-7.913,34.88,11.63,0.092,0.67,0.078,0.234,0.062,0.062,0.092,0.215,0.127,2.009,0.234,0.701,0.185,0.185,0.277,0.646,0.381
dc4n5ylytswddlvd82snkb90q,S. van Hooijdonk,NAC Breda,NAC Breda,18,1267.7,37,5,3,10,12,14,1,2,2,5.0,3.42,3.939,12.643,8.008,0.0,-8.704,27.03,13.51,0.135,0.876,0.118,0.237,0.118,0.081,0.093,0.299,0.19,2.627,0.355,0.71,0.355,0.243,0.28,0.898,0.569
eu6pfkiah7otafyryg6ll7y09,L. Brouwers,SC Heerenveen,SC Heerenveen,31,2166.1,35,5,5,11,12,11,1,0,0,3.555,3.555,2.709,12.432,6.746,1.445,-9.723,31.43,14.29,0.102,0.485,0.069,0.152,0.049,0.049,0.038,0.172,0.093,1.454,0.208,0.457,0.148,0.148,0.113,0.517,0.28
47l204bkq2qqjhtazusr0019m,Y. Baas,AFC Ajax,AFC Ajax,33,3161.3,16,5,5,8,7,1,0,0,0,2.817,2.817,4.857,9.049,4.709,2.183,-4.192,50.0,31.25,0.176,0.152,0.047,0.076,0.027,0.027,0.046,0.086,0.045,0.456,0.142,0.228,0.08,0.08,0.138,0.258,0.134
by85t8ssyumcjcks1jx3v96vo,Y. Taha,FC Groningen,FC Groningen,33,2785.7,96,5,5,37,26,28,5,0,0,7.182,7.182,6.922,25.871,15.954,-2.182,-18.949,38.54,5.21,0.075,1.034,0.054,0.398,0.077,0.077,0.075,0.279,0.172,3.102,0.162,1.195,0.232,0.232,0.224,0.836,0.515
egcs7b6ixb62ep08t7jznf9ih,V. Jensen,FC Utrecht,FC Utrecht,8,565.5,14,5,5,8,4,2,0,0,0,2.399,2.399,4.045,6.943,4.177,2.601,-2.898,57.14,35.71,0.171,0.743,0.265,0.424,0.127,0.127,0.215,0.368,0.222,2.228,0.796,1.273,0.382,0.382,0.644,1.105,0.665
9y5kirmp6gcrsy2s1pinhkqy2,L. Kulenović,Heracles Almelo,Heracles Almelo,29,1788.6,48,5,3,12,23,10,3,2,2,7.55,5.97,6.783,23.967,12.831,-2.55,-17.184,25.0,10.42,0.157,0.805,0.084,0.201,0.127,0.1,0.114,0.402,0.215,2.415,0.252,0.604,0.38,0.3,0.341,1.206,0.646
a339o11ut8s1o9odm6ybc4pka,T. van den Belt,FC Twente,FC Twente,32,2263.5,56,5,5,18,18,18,2,0,0,7.452,7.452,6.246,19.332,11.726,-2.452,-13.086,32.14,8.93,0.133,0.742,0.066,0.239,0.099,0.099,0.083,0.256,0.155,2.227,0.199,0.716,0.296,0.296,0.248,0.769,0.466
ab17bik4y8ilv3ahe50a81ixg,M. Meerdink,Alkmaar Zaanstreek,Alkmaar Zaanstreek,19,966.6,36,5,3,13,19,4,0,2,2,6.085,4.505,5.165,16.076,9.337,-1.085,-10.91,36.11,13.89,0.169,1.117,0.155,0.403,0.189,0.14,0.16,0.499,0.29,3.352,0.466,1.21,0.567,0.419,0.481,1.497,0.869
7053nqhl9wu2u1kegzo9aopg5,B. Kuwas,FC Volendam,FC Volendam,32,2136.2,40,5,3,14,15,10,1,2,2,4.61,3.03,4.026,9.504,7.477,0.39,-5.478,35.0,12.5,0.115,0.562,0.07,0.197,0.065,0.043,0.057,0.133,0.105,1.685,0.211,0.59,0.194,0.128,0.17,0.4,0.315
8z4wdv767cv7ddqgrkz5txsrt,B. Kemper,NAC Breda,NAC Breda,32,3051.2,30,5,4,13,15,2,0,1,1,2.835,2.045,3.583,11.335,6.167,2.165,-7.753,43.33,16.67,0.094,0.295,0.049,0.128,0.028,0.02,0.035,0.111,0.061,0.885,0.147,0.383,0.084,0.06,0.106,0.334,0.182
3hu6e9wa0nt4ekubxye6l4pas,I. Yegoian,SBV Excelsior,SBV Excelsior,31,2857.0,54,5,5,14,23,17,0,0,0,5.24,5.24,4.24,17.167,9.451,-0.24,-12.926,25.93,9.26,0.097,0.567,0.053,0.147,0.055,0.055,0.045,0.18,0.099,1.701,0.158,0.441,0.165,0.165,0.134,0.541,0.298
ac3lkaa1lkbsa82tfylq5zcb8,N. Lebreton,Nijmegen Eendracht Combinatie,Nijmegen Eendracht Combinatie,22,1565.2,40,5,5,17,12,9,2,0,0,5.941,5.941,6.792,17.301,9.791,-0.941,-10.509,42.5,12.5,0.149,0.767,0.096,0.326,0.114,0.114,0.13,0.332,0.188,2.3,0.288,0.978,0.342,0.342,0.391,0.995,0.563
awsbedog2zaz7zpjucbcba82y,S. Shoretire,PEC Zwolle,PEC Zwolle,24,1732.8,17,5,5,8,5,3,1,0,0,3.208,3.208,3.632,6.98,4.77,1.792,-3.348,47.06,29.41,0.189,0.294,0.087,0.139,0.056,0.056,0.063,0.121,0.083,0.883,0.26,0.416,0.167,0.167,0.189,0.363,0.248
4ported2opjp4xbp87bpqb6z8,M. Soumano,NAC Breda,NAC Breda,16,872.4,42,5,5,15,15,11,1,0,0,3.876,3.876,3.451,14.282,7.869,1.124,-10.831,35.71,11.9,0.092,1.444,0.172,0.516,0.133,0.133,0.119,0.491,0.271,4.333,0.516,1.548,0.4,0.4,0.356,1.473,0.812
dk7zyk16nsnh0czeky7vi0x78,S. van Duijn,SC Telstar,SC Telstar,14,1048.7,23,5,5,9,9,5,0,0,0,3.054,3.054,3.098,9.152,5.438,1.946,-6.054,39.13,21.74,0.133,0.658,0.143,0.257,0.087,0.087,0.089,0.262,0.156,1.974,0.429,0.772,0.262,0.262,0.266,0.785,0.467
6narzhg4hjarzdm235jkcclxw,A. Stepanov,FC Utrecht,FC Utrecht,15,951.0,31,5,4,10,14,7,0,1,1,5.824,5.034,4.475,14.771,8.415,-0.824,-10.296,32.26,16.13,0.188,0.978,0.158,0.315,0.184,0.159,0.141,0.466,0.265,2.934,0.473,0.946,0.551,0.476,0.423,1.398,0.796
7b4jmfu1ejoeci2zmvwuejnys,P. Brittijn,Fortuna Sittard,Fortuna Sittard,32,2584.5,16,4,4,6,3,7,0,0,0,2.631,2.631,4.096,7.841,4.357,1.369,-3.744,37.5,25.0,0.164,0.186,0.046,0.07,0.031,0.031,0.048,0.091,0.051,0.557,0.139,0.209,0.092,0.092,0.143,0.273,0.152
6jhavdnaitqn6ydme8a526aui,C. Driouech,PSV Eindhoven,PSV Eindhoven,29,1115.2,37,4,4,13,15,8,1,0,0,3.803,3.803,3.611,13.021,7.582,0.197,-9.41,35.14,10.81,0.103,0.995,0.108,0.35,0.102,0.102,0.097,0.35,0.204,2.986,0.323,1.049,0.307,0.307,0.291,1.051,0.612
