player,team,attempts,total_psv,actual_shot_xg
M. Ihattaren,Fortuna Sittard,77,2.255647760532302,2.6012720353901386
J. Breum,Go Ahead Eagles,77,2.241409389589176,2.8093604873865843
W. Ould-Chikh,Heracles Almelo,88,2.225818384317471,2.427550971508026
I. Bronkhorst,SBV Excelsior,85,2.1767294463570934,1.8536822106689215
J. Ritmeester van de Kamp,SC Telstar,71,2.171530587355513,3.2281977170705796
Ivo Pinto,Fortuna Sittard,74,2.1432592604925453,2.0668400414288044
D. Limnios,Fortuna Sittard,71,2.1084254957750015,3.4003732092678547
J. Bos,Feyenoord Rotterdam,76,2.08671036884993,1.4729951154440641
P. Brouwer,SC Telstar,65,2.0655726780954526,1.3782494366168976
S. Berghuis,AFC Ajax,75,2.0208047526165434,1.8643624540418386
M. Suray,Go Ahead Eagles,79,2.013108006566971,1.165380410850048
K. Hlynsson,FC Twente,71,2.0112188552416086,2.145271700769663
J. Talvitie,NAC Breda,61,1.9987423986510784,1.3754276409745216
M. Rente,FC Groningen,77,1.998145760939788,2.5753614120185375
R. Meerveld,SC Heerenveen,65,1.992933189512028,3.3359473273158073
J. Schreuders,FC Groningen,64,1.9712938622465177,3.0545683102309704
E. Bajraktarević,PSV Eindhoven,63,1.9472940468261077,2.312426622956991
K. Smit,Alkmaar Zaanstreek,64,1.931780058791578,1.4685968533158302
D. van der Werff,FC Groningen,65,1.896108026928101,1.4415475875139236
M. Nassoh,NAC Breda,66,1.893000843508591,1.182205617427826
M. Peersman,FC Groningen,82,1.8634000697296422,2.171652063727379
T. Oosting,PEC Zwolle,65,1.8534620860111115,1.1570785082876682
G. Zechiël,FC Utrecht,65,1.8435600789722886,1.6014737375080585
B. Limbombe,Heracles Almelo,56,1.830316565325462,2.148468479514122
A. Oehlers,FC Volendam,60,1.8292134502688622,2.0857363287359476
K. Peterson,Fortuna Sittard,81,1.8224425646019662,2.1900616511702538
G. Til,PSV Eindhoven,55,1.8202838896769689,2.5543007142841816
T. van Bergen,FC Groningen,47,1.7837834637923213,1.903892371803522
C. Driouech,PSV Eindhoven,52,1.7691186574694882,2.008795842528343
I. Yegoian,SBV Excelsior,54,1.7535888243875113,1.203241916373372
D. Man,PSV Eindhoven,61,1.7504384987689925,2.2877956070005894
K. Sowah,NAC Breda,67,1.7126302499732822,1.4491163864731789
Mauro Júnior,PSV Eindhoven,53,1.6701519313637077,2.908229138702154
T. van den Belt,FC Twente,56,1.669704288922288,2.1593928672373295
Y. Leliendal,FC Volendam,58,1.6605938944229475,1.869698442518711
E. Dasa,Nijmegen Eendracht Combinatie,67,1.6320063085423642,1.7374749891459942
R. Zerrouki,FC Twente,59,1.5814868214470945,1.140924446284771
D. James,Go Ahead Eagles,62,1.5667564647855836,0.5042511820793152
D. Kasius,Alkmaar Zaanstreek,49,1.5446825612443142,2.482588116079569
Weslley Patati,Alkmaar Zaanstreek,49,1.5417076461709027,1.4621863216161728
S. Resink,FC Groningen,58,1.54037489566265,1.9909028755128384
O. Gloukh,AFC Ajax,51,1.539817588645372,1.5454837270081043
B. Ould-Chikh,FC Volendam,39,1.534672304278496,2.301823142915964
R. Daal,Alkmaar Zaanstreek,58,1.5287865778514929,2.2966676726937294
M. Pjaca,FC Twente,46,1.5202552022678903,1.1601241789758205
M. Linday,SC Heerenveen,50,1.5188244638378339,1.262422939762473
P. Koopmeiners,Alkmaar Zaanstreek,54,1.4936421694898094,1.1422630585730076
Y. Namli,PEC Zwolle,51,1.4883179721293531,0.8987607378512621
Q. Timber,Feyenoord Rotterdam,41,1.4850091163866805,2.019430410116911
C. Valerius,NAC Breda,60,1.4544521505353947,2.4242201977968216
S. Horemans,FC Utrecht,49,1.4405603849844932,2.216288961470127
Miguel Rodríguez,FC Utrecht,51,1.4339955993848734,2.222883066162467
A. Adelgaard,Go Ahead Eagles,54,1.391678179412052,1.788834289610386
M. Deijl,Go Ahead Eagles,49,1.36863539431214,1.7489199489355087
D. Nejašmić,Nijmegen Eendracht Combinatie,55,1.3684580777754827,2.1824925802648067
J. Ideho,FC Volendam,58,1.3664283390484195,0.29127485305070877
C. Brym,NAC Breda,41,1.3510886701148663,1.4398365058004856
R. Paula,NAC Breda,41,1.343220419660457,1.5166804678738117
J. Kitolano,Sparta Rotterdam,42,1.3355937662201798,1.5782368779182434
S. Mito,Sparta Rotterdam,48,1.326261980011646,0.394757766276598
Raúl Moro,AFC Ajax,38,1.3161192377707351,1.4084822162985802
B. Kuwas,FC Volendam,38,1.2788135724413168,1.5570573508739471
K. Taylor,AFC Ajax,42,1.2760103011644712,0.9908543825149536
J. Kramer,Go Ahead Eagles,61,1.255145618698239,1.3912317175418139
Ayoni Santos,Sparta Rotterdam,42,1.2523547767938583,0.8798184655606747
T. Lauritsen,Sparta Rotterdam,49,1.2473312712234599,0.9933894239366055
A. Sliti,Feyenoord Rotterdam,43,1.2341910836762453,0.8109544478356838
R. Margaret,Go Ahead Eagles,44,1.2191222904888825,0.08561643958091736
A. Zagré,SBV Excelsior,42,1.2178465317379437,0.782698854804039
I. Mesík,Heracles Almelo,50,1.201916892912599,1.3089163675904274
K. Sildillia,PSV Eindhoven,41,1.1897020513343624,0.5701023191213608
Ángel Alarcón,FC Utrecht,43,1.1881577355840627,1.7208506856113672
R. Bounida,AFC Ajax,39,1.1616153218247933,0.8723444566130638
P. Wanner,PSV Eindhoven,36,1.1558290280856292,1.437220275402069
O. Targhalline,Feyenoord Rotterdam,41,1.1450118827118811,0.9051091745495796
L. Sauer,Feyenoord Rotterdam,40,1.1427315456794092,1.2421028688549995
K. de Rooij,PEC Zwolle,38,1.1399702428228802,1.1883668899536133
B. Linssen,Nijmegen Eendracht Combinatie,37,1.132054805157382,0.9214234165847301
T. de Jonge,FC Groningen,40,1.1222076717825806,1.175207395106554
T. Parrott,Alkmaar Zaanstreek,32,1.1182770858802384,0.8519911207258701
T. Owusu,SC Telstar,38,1.1169001778360625,0.973446249961853
L. Brouwers,SC Heerenveen,33,1.0983817877638034,1.1070690676569939
M. Balard,NAC Breda,31,1.0847360039503335,0.7101756408810616
M. de Wit,Alkmaar Zaanstreek,41,1.0735366009385579,0.8867689073085785
L. Duijvestijn,Sparta Rotterdam,35,1.072948450623513,0.7401823587715626
K. Kostons,PEC Zwolle,36,1.05672413601157,1.2396405562758446
A. Verschueren,FC Twente,28,1.0536761894915783,1.4666239321231842
M. Benita,Heracles Almelo,42,1.0517275087768099,0.8421297185122967
M. Meulensteen,Go Ahead Eagles,45,1.0448880824123998,0.43603773415088654
S. Floranus,PEC Zwolle,41,1.0271854006416186,1.1195829138159752
J. Dahlhaus,Fortuna Sittard,48,1.0209631497856488,0.9369184002280235
D. Vente,SC Heerenveen,34,1.0147778473590296,0.5030716434121132
L. Holtby,NAC Breda,39,1.003391741183191,0.7652107551693916
K. Goudmijn,Go Ahead Eagles,40,0.9901163375732,1.0918023139238358
E. Linthorst,Go Ahead Eagles,38,0.9884459057137532,0.9232031963765621
T. Baeten,Go Ahead Eagles,45,0.9864223322549901,1.1766947247087955
C. Hatenboer,SC Telstar,39,0.9694197239990646,0.9309150986373425
R. van Cruijsen,FC Volendam,31,0.9688676576023232,1.1340061761438847
G. Smal,Feyenoord Rotterdam,40,0.9512039509612122,0.7554471306502819
A. Oufkir,Sparta Rotterdam,33,0.9389256982888271,0.6909257993102074
R. Thomas,PEC Zwolle,43,0.9361048944108467,0.37993621081113815
K. Tejan,SC Telstar,30,0.9351122197026152,0.9972533136606216
S. Hetli,SC Telstar,31,0.9276565190814168,0.5432516410946846
T. Bruns,Heracles Almelo,32,0.9237517343097972,1.2497441284358501
L. Duijvestijn,Fortuna Sittard,29,0.920435838180721,0.4155762791633606
J. Schouten,PSV Eindhoven,35,0.9170330343622485,0.7392416596412659
D. van der Kust,Heracles Almelo,30,0.9166110778511818,1.4019831232726574
D. Fonville,Nijmegen Eendracht Combinatie,35,0.915477772215331,0.8398502673953772
P. Clement,Sparta Rotterdam,30,0.9137520535338421,0.8278304189443588
O. Edvardsen,AFC Ajax,28,0.9130331955857672,0.848341066390276
A. Blake,FC Utrecht,31,0.9092083784066244,1.5888436362147331
C. Leemans,NAC Breda,38,0.9016954687976124,0.4444684199988842
M. Engels,Heracles Almelo,33,0.8994990579111809,0.9977015927433968
J. Karlsson,FC Utrecht,29,0.8973105714978697,1.1413926780223846
G. Offerhaus,SC Telstar,36,0.8917082256789387,0.6405114494264126
T. Quintero,Sparta Rotterdam,46,0.8757304782653385,1.0365816354751587
Lucas Rosa,AFC Ajax,33,0.8735747029879195,0.47645362466573715
Jamiro Monteiro,PEC Zwolle,35,0.8372173887321515,1.2912034802138805
W. Weghorst,AFC Ajax,29,0.8349561843302874,0.9506463631987572
O. Aertssen,PEC Zwolle,32,0.8340252247706818,1.2714900746941566
P. Ugwu,FC Volendam,33,0.8294184820775343,0.4249218702316284
G. Read,Feyenoord Rotterdam,30,0.8146349071920702,0.7192971892654896
A. Engwanda,FC Utrecht,35,0.8138152099458278,0.3104855138808489
D. Bakker,SC Telstar,37,0.8051987640832953,0.5292159989476204
B. Pereira,Nijmegen Eendracht Combinatie,27,0.8013501486100311,0.9294688068330288
W. Goes,Alkmaar Zaanstreek,35,0.801273759631799,0.4010726772248745
N. Naujoks,SBV Excelsior,29,0.7853066546655382,0.5665471665561199
A. MacNulty,PEC Zwolle,43,0.7783767847475053,0.7753878980875015
S. Lammers,FC Twente,23,0.7761206765834119,0.7488853707909584
G. Yah,FC Volendam,32,0.7669124510094041,0.883021879941225
J. Wieckhoff,Heracles Almelo,25,0.7342836869682383,0.6745620965957642
M. Seuntjens,FC Groningen,26,0.7293829815676036,0.7555601112544537
O. Kökçü,FC Volendam,27,0.7281413600815994,0.2551756948232651
Hwang In-Beom,Feyenoord Rotterdam,29,0.7219583515690069,0.9688632674515247
S. Steijn,Feyenoord Rotterdam,22,0.7151796695743842,0.8798435442149639
T. Land,FC Groningen,23,0.7065152756548354,0.8783170208334923
S. Steur,AFC Ajax,21,0.7009291444295201,0.8531199470162392
N. Rossen,SC Telstar,21,0.6963839618673229,0.25442609935998917
A. Salah-Eddine,PSV Eindhoven,24,0.6947919530350234,0.5620619133114815
R. van Wolfswinkel,FC Twente,23,0.6903720288087362,0.40835805982351303
M. Chávez,Alkmaar Zaanstreek,26,0.6893820992055801,0.60728395357728
E. Dijkstra,Alkmaar Zaanstreek,21,0.6890987803075472,0.41607917100191116
O. Wijndal,AFC Ajax,27,0.6880979427108398,0.8745409548282623
T. Blokzijl,FC Groningen,27,0.684294787577649,0.8112151604145765
J. Moder,Feyenoord Rotterdam,27,0.6836066600370684,0.4719766601920128
T. Mercera,FC Groningen,25,0.6763909144250858,1.4028517566621304
B. Ghalidi,NAC Breda,26,0.6700771940954564,0.7606242261826992
D. Klaassen,AFC Ajax,21,0.6603458083343959,0.3447869122028351
J. Slory,Go Ahead Eagles,25,0.6603166000497349,0.8901367001235485
D. Odoi,NAC Breda,25,0.6589663996828671,0.440741166472435
S. Shoretire,PEC Zwolle,20,0.6572952148760043,0.4291003346443176
L. Nordås,SC Heerenveen,15,0.651848882657628,1.0266517335176468
E. Ahlstrand,Heracles Almelo,27,0.6475094148242984,0.5568008422851562
S. Sambo,Sparta Rotterdam,27,0.6445149900983592,0.7561092376708984
N. Lebreton,Nijmegen Eendracht Combinatie,23,0.6399055818302806,0.6409193091094494
E. Hansson,SBV Excelsior,22,0.638262337579546,0.9855050928890705
Y. El Kachati,Nijmegen Eendracht Combinatie,22,0.6352543884986706,0.13627992570400238
L. Kulenović,Heracles Almelo,28,0.6304911693019141,0.5235102362930775
J. Mokio,AFC Ajax,21,0.6239314015591989,0.2752057723701
O. Sivertsen,Go Ahead Eagles,23,0.6235495721372587,0.6653987132012844
O. Velanas,PEC Zwolle,19,0.6186917244005857,0.5389405973255634
Y. Regeer,AFC Ajax,23,0.6181445165318826,0.32465144246816635
S. van Duijn,SC Telstar,23,0.6150878614500057,0.6213832683861256
J. Toornstra,Sparta Rotterdam,21,0.6145697633841304,0.4305202476680279
L. Martes,Sparta Rotterdam,22,0.6116659578955727,0.28931693732738495
V. Misidjan,Nijmegen Eendracht Combinatie,24,0.6067214999268532,0.3203924894332886
N. Vesterlund,FC Utrecht,22,0.6048999728340506,0.28303153067827225
D. Janse,FC Groningen,34,0.601375687962402,0.6949841342866421
N. Kasanwirjo,Fortuna Sittard,24,0.5960987126027613,0.5759483240544796
A. Kaplan,Nijmegen Eendracht Combinatie,24,0.5915656487215576,0.3273869976401329
N. Ünüvar,FC Twente,19,0.5845956884507022,0.5404842272400856
J. Bacuna,FC Volendam,26,0.5841938780747689,0.23667673394083977
D. Proper,Nijmegen Eendracht Combinatie,19,0.5721942762590093,0.6231691613793373
C. Terho,Sparta Rotterdam,16,0.5680616474023988,0.8626376390457153
I. Sadiq,Alkmaar Zaanstreek,20,0.5673132534719552,0.9941757805645466
É. Michut,Fortuna Sittard,20,0.5656622186769756,0.12439475581049919
Gonçalo Borges,Feyenoord Rotterdam,20,0.5537613698767941,0.5930547565221786
M. Smit,Go Ahead Eagles,14,0.5457902560654405,0.3946998827159405
C. Verdonk,Nijmegen Eendracht Combinatie,19,0.5442729715597996,0.4470507949590683
T. van Gilst,Heracles Almelo,18,0.5421537491354825,0.2525360882282257
P. van Aanholt,Sparta Rotterdam,19,0.5328976706560177,0.8646338433027267
M. Aïko,Fortuna Sittard,19,0.5309480165945502,0.789162028580904
L. Oyen,SC Heerenveen,17,0.5233173766044078,0.327868714928627
K. Dolberg,AFC Ajax,16,0.5170764571783918,0.6894216611981392
D. de Wit,FC Utrecht,24,0.51431390970444,0.5407716520130634
R. van Bommel,PSV Eindhoven,18,0.5078446142098871,0.7719282545149326
D. Payne,FC Volendam,18,0.5023801870713085,0.5710602104663849
R. Pröpper,FC Twente,28,0.4991935088099503,0.28706221282482147
H. Veerman,FC Volendam,20,0.48829041396883277,0.3872053101658821
S. Graves,PEC Zwolle,36,0.48688487608918646,0.0
M. Šín,Alkmaar Zaanstreek,14,0.4866245794239651,0.9645546413958073
Z. Buurmeester,PEC Zwolle,15,0.47836988286165394,0.37648070976138115
K. Fitz-Jim,AFC Ajax,16,0.47511207104184205,0.13627992570400238
J. Baas,Sparta Rotterdam,23,0.46999698339663265,0.9524023020267487
J. Lonwijk,Fortuna Sittard,17,0.46805438135457433,0.3706769347190857
K. Sierhuis,Fortuna Sittard,17,0.4648826824947271,0.6254386976361275
P. Sandler,Nijmegen Eendracht Combinatie,17,0.4632751047934536,1.002761960029602
A. Lechkar,SC Telstar,16,0.4552892238826109,0.6898935437202454
M. Deijl,Feyenoord Rotterdam,23,0.4529773187807722,0.2868335023522377
P. Brittijn,Fortuna Sittard,14,0.44557971325049467,0.30611911229789257
A. Descotte,FC Volendam,15,0.4347023023706485,0.44612352922558784
H. Petrov,SC Heerenveen,16,0.42946704128441454,0.3370485417544842
G. Alders,SC Telstar,14,0.4290663755368329,0.19158878922462463
M. van der Hoorn,FC Utrecht,25,0.41396502489113984,0.24915237724781036
W. Prins,FC Groningen,18,0.41316253794161195,0.4337051510810852
B. Martins Indi,Sparta Rotterdam,23,0.41290246914301787,0.25546200573444366
L. Zeefuik,Heracles Almelo,16,0.41243179541552316,0.2702173739671707
V. van Crooij,Nijmegen Eendracht Combinatie,12,0.41212925876773016,0.45614033937454224
K. van Oevelen,FC Volendam,45,0.4073027673212741,0.20149603858590126
D. Mertens,SC Telstar,15,0.40671560800679507,0.3393910191953182
K. Boogaard,Alkmaar Zaanstreek,14,0.4004779765549921,0.3301234394311905
D. Koswal,SC Telstar,22,0.4004023963940739,0.07581967115402222
C. Widell,SBV Excelsior,26,0.39661207849333824,0.16271772235631943
J. Clasie,Alkmaar Zaanstreek,17,0.39582113945302366,0.35389338061213493
R. Flamingo,PSV Eindhoven,21,0.3931952258372807,0.42872197926044464
G. Crettaz,Nijmegen Eendracht Combinatie,43,0.3931648850022667,0.3686774782836437
T. Ouwejan,Nijmegen Eendracht Combinatie,14,0.39164768876563566,0.4990662820637226
A. Ahmedhodžić,Feyenoord Rotterdam,20,0.39057251732740284,0.3056437745690346
T. Watanabe,Feyenoord Rotterdam,24,0.3881489209328524,0.44835253059864044
A. Sampsted,Go Ahead Eagles,17,0.3868240986743391,0.21561173722147942
M. Meerdink,Alkmaar Zaanstreek,12,0.3771025461053077,0.327868714928627
B. Nieuwkoop,Feyenoord Rotterdam,17,0.374634765052662,0.048045895993709564
S. Mitrović,SBV Excelsior,14,0.3703392415813791,0.7607727460563183
T. van den Elshout,Feyenoord Rotterdam,11,0.3679805842304167,0.37648070976138115
T. Booth,FC Twente,14,0.3618259423498535,0.32225990295410156
J. Žambůrek,Heracles Almelo,15,0.3600595272138573,0.29108381271362305
S. Janssen,SBV Excelsior,14,0.3597384809091757,0.4828711599111557
J. Faberski,PEC Zwolle,15,0.3582917814640787,0.1056094840168953
A. Plat,FC Volendam,11,0.3504955498497262,0.06193278357386589
G. Vianello,Sparta Rotterdam,17,0.3492803078133986,0.0
Y. Baas,AFC Ajax,19,0.34899426096843966,0.5843189582228661
R. Fosso,Fortuna Sittard,11,0.34804840609551146,0.19821270927786827
A. Ayew,NAC Breda,15,0.3480298116188698,0.32966672256588936
B. Lucassen,NAC Breda,18,0.3475405912575594,0.38317757844924927
J. Hornkamp,Heracles Almelo,16,0.3441218057860495,0.5967984646558762
D. Kwakman,FC Volendam,14,0.3418770622079255,0.13715147227048874
V. van Crooij,Sparta Rotterdam,16,0.34125081006188296,0.28552888333797455
B. Pauwels,FC Volendam,13,0.33751431551330857,0.0
J. Slory,Feyenoord Rotterdam,10,0.3369688695154348,0.03790983557701111
Alexandre Penetra,Alkmaar Zaanstreek,20,0.3349416142809549,0.3056149035692215
Y. Borges Sanches,Heracles Almelo,12,0.33476461536684937,0.10037180781364441
N. Bukala,FC Volendam,12,0.3295891346474604,0.17786910757422447
B. Willumsson,FC Groningen,12,0.32717121437003044,0.21699798107147217
D. Mbayo,PEC Zwolle,12,0.3255302254206845,0.52359788864851
J. Hubner,Fortuna Sittard,17,0.3222224922835698,0.5924202650785446
A. Stepanov,FC Utrecht,10,0.3184530523664647,0.04280821979045868
Y. Salah Rahmouni,Go Ahead Eagles,14,0.3161746333925067,0.035307515412569046
C. Twigt,Go Ahead Eagles,9,0.31614142566783576,0.5074383169412613
D. Weidmann,FC Twente,12,0.31519774390795663,0.15329445153474808
A. Salama,NAC Breda,9,0.3124367240709147,0.13627992570400238
L. Schouten,SBV Excelsior,15,0.31067760326629884,0.2398190051317215
A. Van Hoorenbeeck,Heracles Almelo,17,0.3076980716137211,0.5248435102403164
M. Jonathans,FC Utrecht,11,0.3069838703025389,0.25546200573444366
N. Þórisson,SC Telstar,6,0.2946034758829911,0.19158878922462463
T. Gooijer,PEC Zwolle,12,0.2933381762437184,0.05756358802318573
E. Gürbüz,SC Heerenveen,13,0.2887323648462141,0.08347032405436039
J. Lotomba,Feyenoord Rotterdam,9,0.28410893280838395,0.21265378594398499
F. Oldrup Jensen,NAC Breda,13,0.2834608463896763,0.42872197926044464
J. Drommel,Sparta Rotterdam,32,0.2824748967118141,0.3333333432674408
L. Hartjes,SBV Excelsior,10,0.28024230016890794,0.11701293662190437
M. te Wierik,Heracles Almelo,11,0.276647731686214,0.3665008395910263
S. Haller,FC Utrecht,10,0.2737067659875074,0.1688096597790718
M. Didden,FC Utrecht,16,0.27219391601625237,0.5420960709452629
M. Kjølø,FC Twente,10,0.2691857776909122,0.11152317561209202
D. Min,FC Utrecht,10,0.26751327921855855,0.21699798107147217
Nigel Ogidi Nwankwo,SC Telstar,7,0.26731291749145747,0.3627462238073349
R. Hillen,NAC Breda,11,0.2667666131924857,0.11949637159705162
M. Willemsen,SC Heerenveen,15,0.2658900996354736,0.2141009345650673
Neville Ogidi Nwankwo,SC Telstar,15,0.2616888426106775,0.0
O. Zawada,FC Groningen,13,0.26166924745821674,0.07782100886106491
S. van Gassel,SBV Excelsior,29,0.25735917334830904,0.04280821979045868
C. Bozdoğan,FC Utrecht,11,0.25710755601528545,0.04280821979045868
Zidane Iqbal,FC Utrecht,8,0.25579539814008717,0.04280821979045868
R. Meissen,SBV Excelsior,15,0.25534429811092557,0.06683116778731346
S. Lemkin,FC Twente,12,0.2523015772885908,0.035307515412569046
M. Jonathans,SBV Excelsior,8,0.2500031157418435,0.565001904964447
S. Kersten,SC Heerenveen,19,0.24921286825396957,0.3711583912372589
R. Mühren,FC Volendam,12,0.24641803804154983,0.2213403284549713
V. Sejk,SC Heerenveen,8,0.2458780412352847,0.8622262850403786
S. Ltaief,Sparta Rotterdam,8,0.24210406840932724,0.05933046340942383
R. Sterling,Feyenoord Rotterdam,11,0.24180267594489976,0.05756358802318573
B. van Duijl,Alkmaar Zaanstreek,12,0.24111473188496343,0.40883977711200714
N. Verschuren,FC Volendam,15,0.2378040809291715,0.0
M. Bruns,FC Twente,10,0.23653974358979735,0.05756358802318573
N. Martens,SBV Excelsior,9,0.23341025048591613,0.3657785505056381
N. Fichtinger,PEC Zwolle,8,0.23236482415904086,0.19158878922462463
A. Oufkir,Alkmaar Zaanstreek,8,0.2276113213441018,0.13627992570400238
K. Ogawa,Nijmegen Eendracht Combinatie,9,0.2254251842748297,0.10184395685791969
R. Pepi,PSV Eindhoven,8,0.22427549199170937,0.21265378594398499
S. van Hooijdonk,NAC Breda,7,0.22165658912850986,0.035307515412569046
P. Gladon,Fortuna Sittard,16,0.22127962555153285,0.0
S. Scheperman,Heracles Almelo,10,0.21766268506182102,0.3711583912372589
M. Branderhorst,Fortuna Sittard,25,0.21534323097512692,0.0
S. van Ottele,Fortuna Sittard,13,0.212630292334775,0.25329286232590675
R. Metu,FC Groningen,8,0.21203108280531585,0.48628556728363037
B. Klaverboer,SC Heerenveen,24,0.20818917485263336,0.10184395685791969
C. Nadje,SBV Excelsior,6,0.20714753618780302,0.15819283574819565
M. Amevor,FC Volendam,12,0.2069663889537955,0.1308998242020607
N. Ünüvar,Heracles Almelo,11,0.20308908954079669,0.03790983557701111
E. Vaessen,FC Groningen,24,0.20157238234677596,0.0
F. Stokkers,Go Ahead Eagles,8,0.1987431546839309,0.11573084443807602
C. Tengstedt,Feyenoord Rotterdam,7,0.19855493239537653,0.21265378594398499
M. Soumano,NAC Breda,6,0.1979842213775313,0.11512717604637146
G. Diarra,Feyenoord Rotterdam,8,0.19536523167531844,0.0
M. Young,Sparta Rotterdam,12,0.18920138719962593,0.024022947996854782
V. Jensen,FC Utrecht,7,0.18891389291745359,0.18384410440921783
R. Koeman,SC Telstar,23,0.18858833319394494,0.0
A. Meijers,FC Volendam,7,0.18568646159402805,0.16030287370085716
T. Kraaijeveld,Feyenoord Rotterdam,7,0.18521446813412495,0.0
J. Bergraaf,SBV Excelsior,10,0.18488311882555025,0.79
R. Nijstad,FC Twente,10,0.18341522593258464,0.4715301990509033
Danilo,Nijmegen Eendracht Combinatie,5,0.17682097740671116,0.0
Y. Oukili,Fortuna Sittard,6,0.17598139504085827,0.24761904776096344
L. Greiml,NAC Breda,11,0.17305050802745922,0.0
T. Wellenreuther,Feyenoord Rotterdam,19,0.1729296995735251,0.0
S. Henderikx,SBV Excelsior,9,0.17232314251141256,0.19158878922462463
J. De Busser,Go Ahead Eagles,19,0.16904878860345912,0.06683116778731346
L. Tunjić,Fortuna Sittard,10,0.16617657249975465,0.09298998862504959
C. Larin,Feyenoord Rotterdam,5,0.16285797207344208,0.21739131212234497
X. Mbuyamba,FC Volendam,7,0.1613072667191263,0.02590673603117466
D. Murkin,FC Utrecht,4,0.16027392993125128,0.04280821979045868
S. Włodarczyk,SBV Excelsior,7,0.15949302004229354,0.04280821979045868
M. Kleijn,Sparta Rotterdam,8,0.1593655033309047,0.035307515412569046
S. Tengstedt,Go Ahead Eagles,6,0.15900491931235217,0.10037180781364441
M. Egbring,SC Heerenveen,5,0.15703626816877714,0.38317757844924927
J. van den Berg,PSV Eindhoven,5,0.15635607746287683,0.0
J. Šutalo,AFC Ajax,9,0.1546186253472922,0.0
S. Bakari,Sparta Rotterdam,7,0.15406849095267622,0.19158878922462463
J. Dirksen,Go Ahead Eagles,10,0.15387956200950692,0.42872197926044464
A. Ueda,Feyenoord Rotterdam,7,0.15362027270019218,0.3114982917904854
N. Fernandez,PSV Eindhoven,5,0.1531758351685393,0.05756358802318573
T. Hernes,FC Groningen,6,0.14880914175998627,1.0193691439926624
Z. Booth,SBV Excelsior,4,0.14697011080430872,0.0
A. Carlén,SBV Excelsior,9,0.14502820365444488,0.10483871400356293
J. Reine-Adélaïde,Heracles Almelo,5,0.1438782045846218,0.40839962661266327
K. Itakura,AFC Ajax,7,0.14108206247009486,0.3655914068222046
M. van Duinen,SBV Excelsior,7,0.14067353002675811,0.0
O. Pettersson,Go Ahead Eagles,5,0.14024364132118164,0.09547342360019684
Róber González,Nijmegen Eendracht Combinatie,4,0.13885416488035812,0.9262799257040024
J. Candelaria,NAC Breda,5,0.13727206704364978,0.2343970090150833
K. Shiogai,Nijmegen Eendracht Combinatie,4,0.13679699185196198,0.19158878922462463
D. Mirani,Heracles Almelo,8,0.13217713311050003,0.03790983557701111
D. van den Berg,FC Utrecht,4,0.12869072657791555,0.09298998862504959
